source_ad_number,source_file_instance_id,target_ad_candidate,target_base_ad_number,relationship,evidence,manually_verified
2022-0179,8d7d18c2e03b2743,2021-0136,2021-0136,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0136 dated 04 June 2021. | This AD supersedes EASA AD 2021-0136 dated 04 June 2021 | this AD retains the requirements of EASA AD 2021-0136, which is superseded",False
2022-0181,aad21c146a5b3b85,2022-0170-E,2022-0170,supersedes_candidate,"Supersedure: This AD supersedes EASA Emergency AD 2022-0170-E dated 17 August 2022. | This AD supersedes EASA Emergency AD 2022-0170-E dated 17 August 2022 | this AD supersedes AD 2022-0170-E, and requires accomplishment of maintenance actions, including repetitive replacement of the HPV clips; amendment of the applicable AFM; and implementation of the MMEL update",False
2022-0187,0d4c181fcf6e5600,2021-0261,2021-0261,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0261 dated 22 November 2021. | This AD supersedes EASA AD 2021-0261 dated 22 November 2021 | this AD retains the requirements of EASA AD 2021-0261, which is superseded",False
2022-0188,e4040e173dad48eb,2021-0262,2021-0262,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0262 dated 13 December 2021. | This AD supersedes EASA AD 2021-0262 dated 13 December 2021 | this AD retains the requirements of EASA AD 2021-0262, which is superseded",False
2022-0189,83549cb202e2ee0c,2016-0231,2016-0231,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0231 dated 22 November 2016. | This AD supersedes EASA AD 2016-0231 dated 22 November 2016 | this AD retains the requirement of EASA AD 2016-0231, which is superseded",False
2022-0197,2f70e87899358165,2020-0283,2020-0283,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0283 dated 17 December 2020, including its correction dated 24 December 2020. | This AD supersedes EASA AD 2020-0283 dated 17 December 2020, including its correction dated 24 December 2020 | this AD retains the requirements of EASA AD 2020-0283, which is superseded",False
2022-0222,55c13dd9ffb65867,2018-0148R1,2018-0148,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0148R1 dated 05 April 2019. | This AD supersedes EASA AD 2018-0148R1 dated 05 April 2019 | this AD retains the requirements of EASA AD 2018-0148R1, which is superseded",False
2022-0227,8ae3774de0a70ac9,2022-0181,2022-0181,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2022-0181 dated 29 August 2022. | This AD supersedes EASA AD 2022-0181 dated 29 August 2022,False
2022-0238,3867483b28b134df,2020-0032,2020-0032,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0032 dated 18 February 2020. | This AD supersedes EASA AD 2020-0032 dated 18 February 2020 | this AD retains the requirements of EASA AD 2020-0032, which is superseded",False
2022-0250,7b3b1e4940317c2e,2022-0011,2022-0011,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0011 dated 21 January 2022. | This AD supersedes EASA AD 2022-0011 dated 21 January 2022 | this AD retains the requirements of EASA AD 2022-0011, which is superseded",False
2022-0253,5a24a9a9548aa5cf,2021-0198,2021-0198,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2021-0198 dated 27 August 2021. | This AD supersedes EASA AD 2021-0198 dated 27 August 2021,False
2022-0262,a803959b94af79e0,2022-0174R1,2022-0174,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0174R1 dated 31 August 2022. | This AD supersedes EASA AD 2022-0174R1 dated 31 August 2022 | this AD retains the requirements of EASA AD 2022-0174R1, which is superseded",False
2022-0266,0dbaac7225705af5,2018-0131,2018-0131,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0131 dated 19 June 2018. | This AD supersedes EASA AD 2018-0131 dated 19 June 2018 | this AD retains the requirements of EASA AD 2018-0131, which is superseded",False
2023-0009,562095a198ec98cb,2019-0173,2019-0173,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0173 dated 18 July 2019. | This AD supersedes EASA AD 2019-0173 dated 18 July 2019 | this AD retains the requirements of EASA AD 2019-0173, which is superseded",False
2023-0029,3930f7d015ce758d,2022-0026,2022-0026,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0026 dated 16 February 2022. | This AD supersedes EASA AD 2022-0026 dated 16 February 2022 | this AD retains the requirements of EASA AD 2022-0026, which is superseded",False
2023-0031,0e4f71db407836cb,2022-0075,2022-0075,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0075 dated 28 April 2022. | This AD supersedes EASA AD 2022-0075 dated 28 April 2022 | this AD retains the requirements of EASA AD 2022-0075, which is superseded",False
2023-0068,8fef18145850509b,2020-0123,2020-0123,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0123 dated 29 May 2020. | This AD supersedes EASA AD 2020-0123 dated 29 May 2020 | this AD retains the requirements of EASA AD 2020-0123, which is superseded",False
2023-0093R1,f8c89a351f146b17,2022-0032R1,2022-0032,supersedes_candidate,"Supersedure: This AD revises EASA AD 2023-0093 dated 05 May 2023, which superseded EASA AD 2022-0032R1 dated 29 July 2022.",False
2023-0098R1,ed343acd45dc30dc,2022-0262,2022-0262,supersedes_candidate,"this AD retains the requirements of EASA AD 2022-0262, which is superseded",False
2023-0104,ad270133db6a84fe,2021-0134,2021-0134,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2021-0134 dated 01 June 2021. | This AD supersedes EASA AD 2021-0134 dated 01 June 2021,False
2023-0112,dbcbf3fabd9485a8,2022-0106,2022-0106,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0106 dated 10 June 2022 and AD 2023-0024 dated 26 January 2023. | This AD supersedes EASA AD 2022-0106 dated 10 June 2022 and AD 2023-0024 dated 26 January 2023 | this AD retains the requirements of EASA AD 2022-0106 and AD 2023-0024, which are superseded",False
2023-0112,dbcbf3fabd9485a8,2023-0024,2023-0024,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0106 dated 10 June 2022 and AD 2023-0024 dated 26 January 2023. | This AD supersedes EASA AD 2022-0106 dated 10 June 2022 and AD 2023-0024 dated 26 January 2023 | this AD retains the requirements of EASA AD 2022-0106 and AD 2023-0024, which are superseded",False
2023-0117,4eb222e754fd59c4,2018-0266,2018-0266,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0266 dated 11 December 2018. | This AD supersedes EASA AD 2018-0266 dated 11 December 2018 | this AD retains the requirements of EASA AD 2018-0266, which is superseded",False
2023-0124,55aa5d770e51de56,2023-0031,2023-0031,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2023-0031 dated 08 February 2023. | This AD supersedes EASA AD 2023-0031 dated 08 February 2023 | this AD retains the requirements of EASA AD 2023-0031, which is superseded",False
2023-0150,ca85c8f4d93bbd12,2016-0139,2016-0139,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0139 dated 14 July 2016. | This AD supersedes EASA AD 2016-0139 dated 14 July 2016 | this AD retains the requirements of EASA AD 2016-0139, which is superseded",False
2023-0157,8e0c2959469ea44e,2021-0130R1,2021-0130,supersedes_candidate,"Supersedure: This AD supersedes EASA 2021-0130R1 dated 17 June 2021 and EASA AD 2022-0127 dated 28 June 2022. | This AD supersedes EASA 2021-0130R1 dated 17 June 2021 and EASA AD 2022-0127 dated 28 June 2022 | this AD retains the requirements of EASA AD 2022-0127, which is superseded",False
2023-0157,8e0c2959469ea44e,2022-0127,2022-0127,supersedes_candidate,"Supersedure: This AD supersedes EASA 2021-0130R1 dated 17 June 2021 and EASA AD 2022-0127 dated 28 June 2022. | This AD supersedes EASA 2021-0130R1 dated 17 June 2021 and EASA AD 2022-0127 dated 28 June 2022 | this AD retains the requirements of EASA AD 2022-0127, which is superseded",False
2023-0158,0015b1efad39c8f5,2023-0056,2023-0056,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2023-0056 dated 16 March 2023. | This AD supersedes EASA AD 2023-0056 dated 16 March 2023 | this AD retains the requirements of EASA AD 2023-0056, which is superseded",False
2023-0162,15bab39eb5146017,2021-0209,2021-0209,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0209 dated 15 September 2021. | This AD supersedes EASA AD 2021-0209 dated 15 September 2021 | this AD retains the requirements of EASA AD 2021-0209, which is superseded",False
2023-0179,d70e47420eaf2bf6,2023-0153,2023-0153,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2023-0153 dated 26 July 2023. | This AD supersedes EASA AD 2023-0153 dated 26 July 2023 | this AD retains the requirements of EASA AD 2023-0153, which is superseded",False
2023-0196,231f2788e12a7665,2020-0274,2020-0274,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0274 dated 10 December 2020. | This AD supersedes EASA AD 2020-0274 dated 10 December 2020 | this AD supersedes EASA AD 2020-0274, extends the Applicability, and requires replacement of certain affected parts with serviceable parts as a precondition for return to service of aeroplanes from storage or parking",False
2023-0198,2eff223016a83667,2023-0098R1,2023-0098,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2023-0098R1 dated 15 May 2023. | This AD supersedes EASA AD 2023-0098R1 dated 15 May 2023,False
2023-0199,e96c7f215ec451a9,2020-0054,2020-0054,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2020-0054 dated 11 March 2020 and EASA AD 2021-0248R1 dated 12 October 2022. | This AD supersedes EASA AD 2020-0054 dated 11 March 2020 and EASA AD 2021-0248R1 dated 12 October 2022,False
2023-0199,e96c7f215ec451a9,2021-0248R1,2021-0248,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2020-0054 dated 11 March 2020 and EASA AD 2021-0248R1 dated 12 October 2022. | This AD supersedes EASA AD 2020-0054 dated 11 March 2020 and EASA AD 2021-0248R1 dated 12 October 2022,False
2023-0200,9df9f009b3fe2160,2021-0249R1,2021-0249,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2021-0249R1 dated 12 October 2022. | This AD supersedes EASA AD 2021-0249R1 dated 12 October 2022,False
2023-0205,35abef528cd6b9e4,2021-0241,2021-0241,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0241 dated 08 November 2021. | This AD supersedes EASA AD 2021-0241 dated 08 November 2021 | this AD retains the requirements of EASA AD 2021-0241, which is superseded",False
2023-0212,f125b1c221e9d3ac,2021-0227,2021-0227,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0227 dated 11 October 2021. | This AD supersedes EASA AD 2021-0227 dated 11 October 2021 | this AD retains the requirements of EASA AD 2021-0227, which is superseded",False
2023-0215,791adb12a5b8d699,2021-0260,2021-0260,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2021-0260 dated 18 November 2021. | This AD supersedes EASA AD 2021-0260 dated 18 November 2021,False
2024-0005,0f710e4d825d9c69,2022-0125,2022-0125,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0125 dated 28 June 2022 and EASA AD 2023-0004 dated 06 January 2023. | This AD supersedes EASA AD 2022-0125 dated 28 June 2022 and EASA AD 2023-0004 dated 06 January 2023 | this AD retains the requirements of EASA 2022-0125 and AD 2023-0004, which are superseded",False
2024-0005,0f710e4d825d9c69,2023-0004,2023-0004,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0125 dated 28 June 2022 and EASA AD 2023-0004 dated 06 January 2023. | This AD supersedes EASA AD 2022-0125 dated 28 June 2022 and EASA AD 2023-0004 dated 06 January 2023 | this AD retains the requirements of EASA 2022-0125 and AD 2023-0004, which are superseded",False
2024-0008,d64d0ef846ed6517,2017-0207,2017-0207,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0207 dated 12 October 2017, EASA AD 2020- 0110R1 dated 27 May 2020, EASA AD 2021-0181 dated 30 July 2021 and EASA AD 2023-0104 dated 24 May 2023. | This AD supersedes EASA AD 2017-0207 dated 12 October 2017, EASA AD 2020- 0110R1 dated 27 May 2020, EASA AD 2021-0181 dated 30 July 2021 and EASA AD 2023-0104 dated 24 May 2023 | this AD retains the requirements of EASA AD 2017-0207, AD 2020- 0110R1, AD 2021-0181 and AD 2023-0104, which are superseded",False
2024-0008,d64d0ef846ed6517,2021-0181,2021-0181,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0207 dated 12 October 2017, EASA AD 2020- 0110R1 dated 27 May 2020, EASA AD 2021-0181 dated 30 July 2021 and EASA AD 2023-0104 dated 24 May 2023. | This AD supersedes EASA AD 2017-0207 dated 12 October 2017, EASA AD 2020- 0110R1 dated 27 May 2020, EASA AD 2021-0181 dated 30 July 2021 and EASA AD 2023-0104 dated 24 May 2023 | this AD retains the requirements of EASA AD 2017-0207, AD 2020- 0110R1, AD 2021-0181 and AD 2023-0104, which are superseded",False
2024-0008,d64d0ef846ed6517,2023-0104,2023-0104,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0207 dated 12 October 2017, EASA AD 2020- 0110R1 dated 27 May 2020, EASA AD 2021-0181 dated 30 July 2021 and EASA AD 2023-0104 dated 24 May 2023. | This AD supersedes EASA AD 2017-0207 dated 12 October 2017, EASA AD 2020- 0110R1 dated 27 May 2020, EASA AD 2021-0181 dated 30 July 2021 and EASA AD 2023-0104 dated 24 May 2023 | this AD retains the requirements of EASA AD 2017-0207, AD 2020- 0110R1, AD 2021-0181 and AD 2023-0104, which are superseded",False
2024-0009,cf72a2b0d60b46e9,2019-0090,2019-0090,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023. | This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0090, AD 2020- 0111R2, AD 2021-0093, AD 2021-0204, AD 2021-0258, AD 2022-0192 and AD 2023-0091, which are superseded",False
2024-0009,cf72a2b0d60b46e9,2021-0093,2021-0093,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023. | This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0090, AD 2020- 0111R2, AD 2021-0093, AD 2021-0204, AD 2021-0258, AD 2022-0192 and AD 2023-0091, which are superseded",False
2024-0009,cf72a2b0d60b46e9,2021-0204,2021-0204,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023. | This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0090, AD 2020- 0111R2, AD 2021-0093, AD 2021-0204, AD 2021-0258, AD 2022-0192 and AD 2023-0091, which are superseded",False
2024-0009,cf72a2b0d60b46e9,2021-0258,2021-0258,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023. | This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0090, AD 2020- 0111R2, AD 2021-0093, AD 2021-0204, AD 2021-0258, AD 2022-0192 and AD 2023-0091, which are superseded",False
2024-0009,cf72a2b0d60b46e9,2022-0192,2022-0192,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023. | This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0090, AD 2020- 0111R2, AD 2021-0093, AD 2021-0204, AD 2021-0258, AD 2022-0192 and AD 2023-0091, which are superseded",False
2024-0009,cf72a2b0d60b46e9,2023-0091,2023-0091,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023. | This AD supersedes EASA AD 2019-0090 dated 26 April 2019, EASA AD 2020- 0111R2 dated 16 June 2020, EASA AD 2021-0093 dated 30 March 2021, EASA AD 2021-0204 dated 14 September 2021, EASA AD 2021-0258 dated 17 November 2021, EASA AD 2022-0192 dated 23 September 2022 and EASA AD 2023-0091 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0090, AD 2020- 0111R2, AD 2021-0093, AD 2021-0204, AD 2021-0258, AD 2022-0192 and AD 2023-0091, which are superseded",False
2024-0010,85bc41bd8105da9e,2019-0091,2019-0091,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023. | This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0091, AD 2020-0112R1, AD 2021-0205, AD 2021-0257, AD 2022-0193 and AD 2023-0092, which are superseded",False
2024-0010,85bc41bd8105da9e,2020-0112R1,2020-0112,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023. | This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0091, AD 2020-0112R1, AD 2021-0205, AD 2021-0257, AD 2022-0193 and AD 2023-0092, which are superseded",False
2024-0010,85bc41bd8105da9e,2021-0205,2021-0205,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023. | This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0091, AD 2020-0112R1, AD 2021-0205, AD 2021-0257, AD 2022-0193 and AD 2023-0092, which are superseded",False
2024-0010,85bc41bd8105da9e,2021-0257,2021-0257,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023. | This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0091, AD 2020-0112R1, AD 2021-0205, AD 2021-0257, AD 2022-0193 and AD 2023-0092, which are superseded",False
2024-0010,85bc41bd8105da9e,2022-0193,2022-0193,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023. | This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0091, AD 2020-0112R1, AD 2021-0205, AD 2021-0257, AD 2022-0193 and AD 2023-0092, which are superseded",False
2024-0010,85bc41bd8105da9e,2023-0092,2023-0092,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023. | This AD supersedes EASA AD 2019-0091 dated 26 April 2019, EASA AD 2020- 0112R1 dated 27 May 2020, EASA AD 2021-0205 dated 14 September 2021, EASA AD 2021-0257 dated 17 November 2021, EASA AD 2022-0193 dated 23 September 2022 and EASA AD 2023-0092 dated 05 May 2023 | this AD retains the requirements of EASA AD 2019-0091, AD 2020-0112R1, AD 2021-0205, AD 2021-0257, AD 2022-0193 and AD 2023-0092, which are superseded",False
2024-0011,7e98fab971fb75c0,2022-0187,2022-0187,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0187 dated 13 September 2022 and EASA AD 2023-0015 dated 19 January 2023. | This AD supersedes EASA AD 2022-0187 dated 13 September 2022 and EASA AD 2023-0015 dated 19 January 2023 | this AD retains the requirements of EASA AD 2022-0187 and EASA AD 2023-0015, which are superseded",False
2024-0011,7e98fab971fb75c0,2023-0015,2023-0015,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0187 dated 13 September 2022 and EASA AD 2023-0015 dated 19 January 2023. | This AD supersedes EASA AD 2022-0187 dated 13 September 2022 and EASA AD 2023-0015 dated 19 January 2023 | this AD retains the requirements of EASA AD 2022-0187 and EASA AD 2023-0015, which are superseded",False
2024-0012,94fb2ae935a7d0ca,2022-0188,2022-0188,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0188 dated 13 September 2022 and EASA AD 2023-0016 dated 19 January 2023. | This AD supersedes EASA AD 2022-0188 dated 13 September 2022 and EASA AD 2023-0016 dated 19 January 2023 | this AD retains the requirements of EASA AD 2022-0188 and EASA AD 2023-0016, which are superseded",False
2024-0012,94fb2ae935a7d0ca,2023-0016,2023-0016,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0188 dated 13 September 2022 and EASA AD 2023-0016 dated 19 January 2023. | This AD supersedes EASA AD 2022-0188 dated 13 September 2022 and EASA AD 2023-0016 dated 19 January 2023 | this AD retains the requirements of EASA AD 2022-0188 and EASA AD 2023-0016, which are superseded",False
2024-0013,0d642370be0a86bc,2021-0247R1,2021-0247,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0247R1 dated 12 October 2022. | This AD supersedes EASA AD 2021-0247R1 dated 12 October 2022 | this AD retains the requirements of EASA AD 2021-0247R1, which is superseded",False
2024-0014,1a16ee8f0de8470b,2021-0250R1,2021-0250,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0250R1 dated 12 October 2022. | This AD supersedes EASA AD 2021-0250R1 dated 12 October 2022 | this AD retains the requirements of EASA AD 2021-0250R1, which is superseded",False
2024-0015,a494dc12d0cdac0d,2021-0251R1,2021-0251,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0251R1 dated 12 October 2022. | This AD supersedes EASA AD 2021-0251R1 dated 12 October 2022 | this AD retains the requirements of EASA AD 2021-0251R1, which is superseded",False
2024-0016,e1a91af8401c198c,2022-0039,2022-0039,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0039 dated 08 March 2022. | This AD supersedes EASA AD 2022-0039 dated 08 March 2022 | this AD retains the requirements of EASA AD 2022-0039, which is superseded",False
2024-0027,9ce9ebe8f9c5c9fa,2021-0256,2021-0256,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0256 dated 16 November 2021. | This AD supersedes EASA AD 2021-0256 dated 16 November 2021 | this AD retains the requirements of EASA AD 2021-0256, which is superseded",False
2024-0030,f4ce3ee4da01fb5f,2022-0091,2022-0091,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0091 dated 20 May 2022 and EASA AD 2023-0138 dated 13 July 2023. | This AD supersedes EASA AD 2022-0091 dated 20 May 2022 and EASA AD 2023-0138 dated 13 July 2023 | this AD retains the requirements of EASA AD 2022-0091 and AD 2023-0138, which are superseded",False
2024-0030,f4ce3ee4da01fb5f,2023-0138,2023-0138,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2022-0091 dated 20 May 2022 and EASA AD 2023-0138 dated 13 July 2023. | This AD supersedes EASA AD 2022-0091 dated 20 May 2022 and EASA AD 2023-0138 dated 13 July 2023 | this AD retains the requirements of EASA AD 2022-0091 and AD 2023-0138, which are superseded",False
